index,restaurant,category,name,price
5324,Mainland China,Main Course,General Tao Chicken,400
5325,Mainland China,Main Course,Tsing Hoi Chicken,400
5326,Mainland China,Main Course,Chicken in Black Pepper Sauce,400
5327,Mainland China,Main Course,Thai Chilli Lamb with Kaffir Lime,421
5328,Mainland China,Main Course,Roast Lamb in Chilli Bean Sauce,421
5329,Mainland China,Main Course,Braised Lamb in Mahlak Sauce,421
5330,Mainland China,Main Course,Freshwater Bhetki in Choice Of Sauce,553
5331,Mainland China,Main Course,Fish in Dragon Chilli Sauce,434
5332,Mainland China,Main Course,Green Chilli Soya Fish,434
5333,Mainland China,Main Course,Chilli Basil Fish in Clay Pot,442
5334,Mainland China,Main Course,Burnt Garlic Fish with Seasonal Greens,434
5335,Mainland China,Main Course,Slow Fried Jumbo Prawns in Choice Of Sauce,319
5336,Mainland China,Main Course,King Prawns in Smoked Chilli Sauce,489
5337,Mainland China,Main Course,Cantonese King Prawns with Greens & Garlic,489
5338,Mainland China,Main Course,Wok Tossed Prawns in Black Bean Sauce,442
5339,Mainland China,Main Course,Lobster in Sichuan Chilli Sauce,506
5340,Mainland China,Main Course,Braised Crabmeat with Pepper & Garlic,506
5341,Mainland China,Main Course,Steamed Rice,170
5342,Mainland China,Main Course,Lemon Grass Fried Rice,302
5343,Mainland China,Main Course,Fragrant Pot Rice,315
5344,Mainland China,Main Course,Roasted Chicken Fried Rice,327
5345,Mainland China,Main Course,Toban Fried Rice with Chicken & Edamame,327
5346,Mainland China,Main Course,Chicken Lemon Grass Fried Rice,327
5347,Mainland China,Main Course,Chicken Fragrant Pot Rice,336
5348,Mainland China,Main Course,Seafood Fried Rice,336
5349,Mainland China,Main Course,Vegetable Hakka Noodles,302
5350,Mainland China,Main Course,Pan Fried Noodles with Soya Braised Vegetables,327
5351,Mainland China,Main Course,Japanese Wheat Noodles,327
5352,Mainland China,Main Course,Mahlak Noodles,302
5353,Mainland China,Main Course,Wok Tossed Hakka Noodles,302
5354,Mainland China,Main Course,Pan Fried Noodles in Choice Of Sauce,327
5355,Mainland China,Main Course,Singapore Rice Noodles,327
5356,Mainland China,Main Course,Cantonese Rice Noodles,327
5357,Mainland China,Main Course,Chilli Garlic Noodles,302
5358,Mainland China,Main Course,Chicken Singapore Rice Noodles,344
5359,Mainland China,Main Course,Chicken Cantonese Rice Noodles,344
5360,Mainland China,Main Course,Wok Tossed Chicken Hakka Noodles,327
5361,Mainland China,Main Course,Chicken Pan Fried Noodles in Choice Of Sauce,344
5362,Mainland China,Main Course,Prawns Pan Fried Noodles in Choice Of Sauce,353
5363,Mainland China,Main Course,Prawns Singapore Rice Noodles,353
5364,Mainland China,Main Course,Prawns Cantonese Rice Noodles,353
5365,Mainland China,Desserts,Honey Noodles with Almond Flakes,132
5366,Mainland China,Desserts,Steamed Coconut Dumplings with Honey Butter Sauce,132
5367,Mainland China,Desserts,Coconut Caramel Custard,123
5368,Mainland China,Desserts,Hot Chocolate Rolls,140
5369,National Dhaba,Recommended,Boneless Chicken Pakora (6 Pcs),90
5370,National Dhaba,Recommended,Chicken Lollipop,100
5371,National Dhaba,Recommended,Boneless Hot Garlic Chicken (8 Pcs) Dry,150
5372,National Dhaba,Recommended,Mixed Schezwan Fried Rice,160
5373,National Dhaba,Recommended,Veg Chow,40
5374,National Dhaba,Recommended,Chicken Chow,55
5375,National Dhaba,Recommended,Egg Chicken Chow,75
5376,National Dhaba,Recommended,Special Chicken Roll,40
5377,National Dhaba,Recommended,Special Egg Chicken Roll,45
5378,National Dhaba,Chinese,Boneless Chicken Pakora (6 Pcs),90
5379,National Dhaba,Chinese,Chicken Lollipop,100
5380,National Dhaba,Chinese,Boneless Chilli Chicken (8 Pcs) Dry,140
5381,National Dhaba,Chinese,Boneless Garlic Chicken (8 Pcs) Dry,145
5382,National Dhaba,Chinese,Boneless Hot Garlic Chicken (8 Pcs) Dry,150
5383,National Dhaba,Chinese,Boneless Schezwan Chicken (8 Pcs) Dry,155
5384,National Dhaba,Chinese,Boneless Chicken Hongkong (6 Pcs) Dry,165
5385,National Dhaba,Chinese,Veg Fried Rice,65
5386,National Dhaba,Chinese,Chicken Fried Rice,85
5387,National Dhaba,Chinese,Egg Fried Rice,75
5388,National Dhaba,Chinese,Kasturi Kebab,130
5389,National Dhaba,Chinese,Egg Chicken Fried Rice,115
5390,National Dhaba,Chinese,Mixed Fried Rice,150
5391,National Dhaba,Chinese,Mixed Schezwan Fried Rice,160
5392,National Dhaba,Chinese,Chilli Chicken With Bone Gravy,115
5393,National Dhaba,Chinese,Boneless Chilli Chicken (8 Pcs) Gravy,140
5394,National Dhaba,Chinese,Boneless Garlic Chicken (8 Pcs) Gravy,145
5395,National Dhaba,Chinese,Boneless Hot Garlic Chicken (8 Pcs) Gravy,150
5396,National Dhaba,Chinese,Boneless Schezwan Chicken (8 Pcs) Gravy,155
5397,National Dhaba,Chinese,Boneless Chicken Hongkong (6 Pcs) Gravy,165
5398,National Dhaba,Chinese,Veg Chow,40
5399,National Dhaba,Chinese,Egg Chow,45
5400,National Dhaba,Chinese,Double Egg Chow,50
5401,National Dhaba,Chinese,Chicken Chow,55
5402,National Dhaba,Chinese,Egg Chicken Chow,75
5403,National Dhaba,Chinese,Mixed Chow,105
5404,National Dhaba,Rolls,Special Paneer Roll,35
5405,National Dhaba,Rolls,Special Egg Roll,30
5406,National Dhaba,Rolls,Special Double Egg Roll,35
5407,National Dhaba,Rolls,Special Chicken Roll,40
5408,National Dhaba,Rolls,Special Egg Chicken Roll,45
5409,National Dhaba,Rolls,Special Double Chicken Roll,55
5410,National Dhaba,Rolls,Special Double Egg Double Chicken Roll,75
5411,National Dhaba,Indian,Chicken Tandoori,140
5412,National Dhaba,Indian,Chicken Tikka,140
5413,National Dhaba,Indian,Chicken Reshmi,140
5414,National Dhaba,Indian,Chicken Hariyali,135
5415,National Dhaba,Indian,Chicken Banjara Kebab,130
5416,National Dhaba,Indian,Chana Masala,50
5417,National Dhaba,Indian,Kashmiri Aloo Dum,60
5418,National Dhaba,Indian,Aloo Do Pyaza,55
5419,National Dhaba,Indian,Veg Kadai,65
5420,National Dhaba,Indian,Mixed Veg,55
5421,National Dhaba,Indian,Veg Shahi Korma,80
5422,National Dhaba,Indian,Plain Tadka,60
5423,National Dhaba,Indian,Special Tadka,70
5424,National Dhaba,Indian,Paneer Butter Masala,65
5425,National Dhaba,Indian,Kadai Paneer,75
5426,National Dhaba,Indian,Shahi Paneer,75
5427,National Dhaba,Indian,Mattar Paneer,60
5428,National Dhaba,Indian,Paneer Chains with Dopiaza,80
5429,National Dhaba,Indian,Palak Paneer,70
5430,National Dhaba,Indian,Paneer Tikka Butter Masala,140
5431,National Dhaba,Indian,Egg Tadka,70
5432,National Dhaba,Indian,Chicken Reshmi Pot Masala,175
5433,National Dhaba,Indian,Chicken Hariyali Pot Masala,170
5434,National Dhaba,Indian,Chicken Tandoori Pot Masala,175
5435,National Dhaba,Indian,Chicken Tangdi Pot Masala,175
5436,National Dhaba,Indian,Chicken Dilbahar (4 Pcs),180
5437,National Dhaba,Indian,Chicken Lababdar Masala (4 Pcs),190
5438,National Dhaba,Indian,Boneless Chicken Tadka,130
5439,National Dhaba,Indian,Chicken Kasa (2 Pcs),105
5440,National Dhaba,Indian,Chicken Curry (2 Pcs),100
5441,National Dhaba,Indian,Boneless Chicken Bharta,135
5442,National Dhaba,Indian,Chicken Pot Masala (2 Pcs),120
5443,National Dhaba,Indian,Chicken Korma (2 Pcs),110
5444,National Dhaba,Indian,Chicken Kadai (2 Pcs),115
5445,National Dhaba,Indian,Chicken Handi (4 Pcs),165
5446,National Dhaba,Indian,Chicken Biryani,80
5447,National Dhaba,Indian,Egg Biryani,55
5448,National Dhaba,Indian,Special Biryani,90
5449,National Dhaba,Indian,Veg Pulao,80
5450,National Dhaba,Indian,Tandoori Roti (3 Pcs),30
5451,National Dhaba,Indian,Butter Tandoori Roti (2 Pcs),40
5452,National Dhaba,Indian,Laccha Paratha,10
5453,National Dhaba,Indian,Butter Naan,30
5454,National Dhaba,Indian,Masala Kulcha,35
5455,National Dhaba,Combos,Veg Manchurian + Veg Fried Rice,100
5456,National Dhaba,Combos,Chilli Chicken (4 Pcs) + Veg Fried Rice,120
5457,National Dhaba,Combos,Garlic Chicken (4 Pcs) + Veg Fried Rice,110
5458,Golden Alia Restaurant,Recommended,Paneer Roll,32
5459,Golden Alia Restaurant,Recommended,Egg Roll,23
5460,Golden Alia Restaurant,Recommended,Chicken Roll,32
5461,Golden Alia Restaurant,Recommended,Chicken Tandoori,126
5462,Golden Alia Restaurant,Recommended,Chicken Reshmi Kebab (6 Pcs),117
5463,Golden Alia Restaurant,Recommended,Chicken Manchurian Dry (6 Pcs),90
5464,Golden Alia Restaurant,Recommended,Chicken Chaap (Desi),117
5465,Golden Alia Restaurant,Recommended,Chicken Kasha (2 Pcs),72
5466,Golden Alia Restaurant,Recommended,Chicken Bharta,90
5467,Golden Alia Restaurant,Recommended,Chilli Chicken Gravy (6 Pcs),90
5468,Golden Alia Restaurant,Recommended,Aloo Biryani,54
5469,Golden Alia Restaurant,Recommended,Egg Biryani,63
5470,Golden Alia Restaurant,Recommended,Chicken Biryani (Desi),117
5471,Golden Alia Restaurant,Recommended,Mutton Biryani,117
5472,Golden Alia Restaurant,Recommended,Steam Rice,45
5473,Golden Alia Restaurant,Recommended,Jeera Rice,63
5474,Golden Alia Restaurant,Recommended,Veg Hakka Noodles,45
5475,Golden Alia Restaurant,Recommended,Egg Hakka Noodles,54
5476,Golden Alia Restaurant,Recommended,Mixed Hakka Noodles,81
5477,Golden Alia Restaurant,Recommended,Veg Fried Rice,54
5478,Golden Alia Restaurant,Recommended,Fried Rice + Chilli Chicken (3 Pcs) Combo,90
5479,Golden Alia Restaurant,Quick Bites,Paneer Roll,32
5480,Golden Alia Restaurant,Quick Bites,Egg Roll,23
5481,Golden Alia Restaurant,Quick Bites,Egg Paneer Roll,36
5482,Golden Alia Restaurant,Quick Bites,Egg Chicken Roll,36
5483,Golden Alia Restaurant,Quick Bites,Chicken Roll,32
5484,Golden Alia Restaurant,Soups,Veg Clear Soup,27
5485,Golden Alia Restaurant,Soups,Veg Hot & Sour Soup,36
5486,Golden Alia Restaurant,Soups,Sweet corn Soup,36
5487,Golden Alia Restaurant,Soups,Chicken Clear Soup,36
5488,Golden Alia Restaurant,Soups,Chicken Hot & Sour Soup,45
5489,Golden Alia Restaurant,Soups,Chicken Sweet corn Soup,45
5490,Golden Alia Restaurant,Soups,Chicken Manchow Soup,54
5491,Golden Alia Restaurant,Salads,Cucumber Salad,18
5492,Golden Alia Restaurant,Salads,Onion Salad,18
5493,Golden Alia Restaurant,Salads,Green Salad,27
5494,Golden Alia Restaurant,Starters,Roasted Papad (2 Pcs),18
5495,Golden Alia Restaurant,Starters,Paneer Pakora (6 Pcs),72
5496,Golden Alia Restaurant,Starters,Fish Pakora (6 Pcs),135
5497,Golden Alia Restaurant,Starters,Fish Finger (5 Pcs),180
5498,Golden Alia Restaurant,Starters,Chicken Pakora (6 Pcs),81
5499,Golden Alia Restaurant,Starters,Chicken Drumstick (6 Pcs),90
5500,Golden Alia Restaurant,Starters,Chilli Baby corn (Dry),72
5501,Golden Alia Restaurant,Starters,Chilli Mushroom (Dry),72
5502,Golden Alia Restaurant,Starters,Paneer Garlic (Dry),90
5503,Golden Alia Restaurant,Starters,Paneer Schezwan (Dry),90
5504,Golden Alia Restaurant,Starters,Chilli Paneer (Dry) (6 Pcs),90
5505,Golden Alia Restaurant,Starters,Chicken Tandoori,126
5506,Golden Alia Restaurant,Starters,Chicken Reshmi Kebab (6 Pcs),117
5507,Golden Alia Restaurant,Starters,Chicken Tikka Kebab (6 Pcs),117
5508,Golden Alia Restaurant,Starters,Chilli Chicken Dry (6 Pcs),90
5509,Golden Alia Restaurant,Starters,Garlic Chicken Dry (6 Pcs),90
5510,Golden Alia Restaurant,Starters,Chicken Manchurian Dry (6 Pcs),90
5511,Golden Alia Restaurant,Starters,Schezwan Chicken Dry (6 Pcs),90
5512,Golden Alia Restaurant,Starters,Mutton Kasha (2 Pcs),108
5513,Golden Alia Restaurant,Starters,Chilli Fish Dry,135
5514,Golden Alia Restaurant,Starters,Manchurian Fish Dry,135
5515,Golden Alia Restaurant,Starters,Garlic Fish Dry,135
5516,Golden Alia Restaurant,Starters,Schezwan Fish Dry,135
5517,Golden Alia Restaurant,Main Course,Chilli Mushroom (Gravy),72
5518,Golden Alia Restaurant,Main Course,Paneer Garlic (Gravy),90
5519,Golden Alia Restaurant,Main Course,Paneer Schezwan (Gravy),90
5520,Golden Alia Restaurant,Main Course,Chilli Paneer (Gravy) (6 Pcs),90
5521,Golden Alia Restaurant,Main Course,Paneer Butter Masala,72
5522,Golden Alia Restaurant,Main Course,Mattar Paneer,63
5523,Golden Alia Restaurant,Main Course,Mushroom Masala,81
5524,Golden Alia Restaurant,Main Course,Mixed Veg,63
5525,Golden Alia Restaurant,Main Course,Veg Jhalpyaza,72
5526,Golden Alia Restaurant,Main Course,Chicken Chaap (Poultry),90
5527,Golden Alia Restaurant,Main Course,Chicken Chaap (Desi),117
5528,Golden Alia Restaurant,Main Course,Chicken Tikka Masala (6 Pcs),135
5529,Golden Alia Restaurant,Main Course,Chicken Butter Masala (2 Pcs),72
5530,Golden Alia Restaurant,Main Course,Chicken Kasha (2 Pcs),72
5531,Golden Alia Restaurant,Main Course,Chicken Curry (2 Pcs),72
5532,Golden Alia Restaurant,Main Course,Chicken Bharta,90
5533,Golden Alia Restaurant,Main Course,Schezwan Chicken Gravy (6 Pcs),90
5534,Golden Alia Restaurant,Main Course,Chilli Chicken Gravy (6 Pcs),90
5535,Golden Alia Restaurant,Main Course,Garlic Chicken Gravy (6 Pcs),90
5536,Golden Alia Restaurant,Main Course,Chicken Manchurian Gravy (6 Pcs),90
5537,Golden Alia Restaurant,Main Course,Chilli Fish Gravy,135
5538,Golden Alia Restaurant,Main Course,Manchurian Fish Gravy,135
5539,Golden Alia Restaurant,Main Course,Garlic Fish Gravy,135
5540,Golden Alia Restaurant,Main Course,Schezwan Fish Gravy,135
5541,Golden Alia Restaurant,Main Course,Dal Fry,45
5542,Golden Alia Restaurant,Main Course,Aloo Biryani,54
5543,Golden Alia Restaurant,Main Course,Egg Biryani,63
5544,Golden Alia Restaurant,Main Course,Chicken Biryani (Poultry),90
5545,Golden Alia Restaurant,Main Course,Chicken Biryani (Desi),117
5546,Golden Alia Restaurant,Main Course,Mutton Biryani,117
5547,Golden Alia Restaurant,Main Course,Peas Pulao,72
5548,Golden Alia Restaurant,Main Course,Steam Rice,45
5549,Golden Alia Restaurant,Main Course,Jeera Rice,63
5550,Golden Alia Restaurant,Main Course,Plain Naan,14
5551,Golden Alia Restaurant,Main Course,Butter Naan,23
5552,Golden Alia Restaurant,Main Course,Laccha Paratha,14
5553,Golden Alia Restaurant,Main Course,Tandoori Roti,9
5554,Golden Alia Restaurant,Main Course,Butter Roti,14
5555,Golden Alia Restaurant,Main Course,Veg Gravy Noodles,45
5556,Golden Alia Restaurant,Main Course,Veg Hakka Noodles,45
5557,Golden Alia Restaurant,Main Course,Egg Gravy Noodles,54
5558,Golden Alia Restaurant,Main Course,Egg Hakka Noodles,54
5559,Golden Alia Restaurant,Main Course,Chicken Gravy Noodles,63
5560,Golden Alia Restaurant,Main Course,Chicken Hakka Noodles,63
5561,Golden Alia Restaurant,Main Course,Chicken Schezwan Hakka Noodles,90
5562,Golden Alia Restaurant,Main Course,Mixed Gravy Noodles,81
5563,Golden Alia Restaurant,Main Course,Mixed Hakka Noodles,81
5564,Golden Alia Restaurant,Main Course,Veg Fried Rice,54
5565,Golden Alia Restaurant,Main Course,Egg Fried Rice,63
5566,Golden Alia Restaurant,Main Course,Chicken Fried Rice,81
5567,Golden Alia Restaurant,Main Course,Chicken Schezwan Rice,99
5568,Golden Alia Restaurant,Main Course,Mixed Rice,99
5569,Golden Alia Restaurant,Combo,Fried Rice + Chilli Chicken (3 Pcs) Combo,90
5570,Golden Alia Restaurant,Combo,Vegetable Rice Combo,90
5571,Golden Alia Restaurant,Combo,Egg Chowmien Combo,90
5572,Golden Alia Restaurant,Combo,Laccha Paratha Combo,90
5573,Golden Alia Restaurant,Thalis,Veg Thali,45
5574,Golden Alia Restaurant,Thalis,Egg Thali,54
5575,Golden Alia Restaurant,Thalis,Fish Thali,63
5576,Golden Alia Restaurant,Thalis,Chicken Thali,90
5577,Cake and Bake,Recommended,Chicken Masala Bun (Per Pc),52
5578,Cake and Bake,Recommended,Chicken Cheese Puff (Per Pc),62
5579,Cake and Bake,Recommended,Chicken Pizza Roll (Per Pc),53
5580,Cake and Bake,Recommended,Veg Burger (Per Pc),62
5581,Cake and Bake,Recommended,Eggless Chocolate Pyramid Pastry,52
5582,Cake and Bake,Recommended,Chocolate Cake (1 Lb),350
5583,Cake and Bake,Salads,Chicken Salad,72
5584,Cake and Bake,Salads,Macaroni Chicken Salad,72
5585,Cake and Bake,Breads,Milk Bread (1 Lb),40
5586,Cake and Bake,Breads,Whole Bread (1 Lb),45
5587,Cake and Bake,Stuffed Bread,Cheese Masala Bread (1 Lb),90
5588,Cake and Bake,Stuffed Bread,Masala Bread (1 Lb),75
5589,Cake and Bake,Stuffed Bread,Garlic Bread (1 Lb),65
5590,Cake and Bake,Puffs,Veg Puff (Per Pc),48
5591,Cake and Bake,Puffs,Corn Puff (Per Pc),52
5592,Cake and Bake,Puffs,Chicken Tikka Puff (Per Pc),57
5593,Cake and Bake,Puffs,Chicken Masala Bun (Per Pc),52
5594,Cake and Bake,Puffs,Chicken Cheese Puff (Per Pc),62
5595,Cake and Bake,Puffs,Cheese Puff,52
5596,Cake and Bake,Puffs,Fish Struddle,71
5597,Cake and Bake,Puffs,Chicken Calzone,48
5598,Cake and Bake,Pizzas,Veg Pizza (Per Pc),38
5599,Cake and Bake,Pizzas,Chicken Pizza (Per Pc),48
5600,Cake and Bake,Pizzas,Chicken Pizza Roll (Per Pc),53
5601,Cake and Bake,Burgers & Sandwiches,Veg Burger (Per Pc),62
5602,Cake and Bake,Burgers & Sandwiches,Jumbo Slice Coleslaw Sandwich (Per Pc),40
5603,Cake and Bake,Burgers & Sandwiches,Chicken Burger (Per Pc),72
5604,Cake and Bake,Burgers & Sandwiches,Lebanese Chicken Wrap,76
5605,Cake and Bake,Burgers & Sandwiches,Chicken Grill Sandwich,57
5606,Cake and Bake,Burgers & Sandwiches,Veg Grill Sandwich,43
5607,Cake and Bake,Burgers & Sandwiches,Grilled Panini Sandwich,62
5608,Cake and Bake,Burgers & Sandwiches,Corn And Cheese Sandwich,38
5609,Cake and Bake,Pastas,Veg Pasta in Choice of Sauce,100
5610,Cake and Bake,Pastas,Chicken Pasta in Choice of Sauce,100
5611,Cake and Bake,Pastas,Chicken Stuffed Ravioli (6 Pcs),80
5612,Cake and Bake,Muffins,Blueberry Muffins,90
5613,Cake and Bake,Muffins,Apple Cinnamon Muffin,90
5614,Cake and Bake,Muffins,Choco chip Muffins,75
5615,Cake and Bake,Dry Cakes,Marvel Pudding Cake,450
5616,Cake and Bake,Dry Cakes,Walnut & Orange Cake,550
5617,Cake and Bake,Dry Cakes,Plain Cake,400
5618,Cake and Bake,Fudge Cakes,Plain Fudge Cake,425
5619,Cake and Bake,Fudge Cakes,Chocolate Fudge Cake,500
5620,Cake and Bake,Dry Pastries,Lemon Ricotta Tart,50
5621,Cake and Bake,Dry Pastries,Macaroon Tart,55
5622,Cake and Bake,Dry Pastries,Brownie,55
5623,Cake and Bake,Dry Pastries,Nutty Slice,55
5624,Cake and Bake,Dry Pastries,Chocolate Boat,50
5625,Cake and Bake,Dry Pastries,Chocolate Fudge Slice,47
5626,Cake and Bake,Dry Pastries,Chocolate Tart,50
5627,Cake and Bake,Butter Cream Pastries,Eggless Caramel Pastry,67
5628,Cake and Bake,Butter Cream Pastries,Eggless Coffee Pastry,55
5629,Cake and Bake,Butter Cream Pastries,Butterscotch Pastry,52
5630,Cake and Bake,Butter Cream Pastries,Swiss Roll,55
5631,Cake and Bake,Butter Cream Pastries,Coffee Pastry,65
5632,Cake and Bake,Butter Cream Pastries,Sandesh Cake Pastry,55
5633,Cake and Bake,Butter Cream Pastries,Eggless Butterscotch Pastry,52
5634,Cake and Bake,Butter Cream Pastries,Caramel Pastry,67
5635,Cake and Bake,Butter Cream Pastries,Eggless Sandesh Cake Pastry,55
5636,Cake and Bake,Butter Cream Pastries,Eggless Swiss Roll,55
5637,Cake and Bake,Chocolate Butter Cream Pastries,Eggless Chocolate Pyramid Pastry,52
5638,Cake and Bake,Chocolate Butter Cream Pastries,Chocolate Mousse,47
5639,Cake and Bake,Chocolate Butter Cream Pastries,Chocolate Caramel Pastry,64
5640,Cake and Bake,Chocolate Butter Cream Pastries,Chocolate Orange Pastry,64
5641,Cake and Bake,Chocolate Butter Cream Pastries,Eggless Chocolate Caramel Pastry,64
5642,Cake and Bake,Chocolate Butter Cream Pastries,Eggless Chocolate Orange Pastry,64
5643,Cake and Bake,Chocolate Butter Cream Pastries,Eggless Chocolate Mousse,47
5644,Cake and Bake,Chocolate Butter Cream Pastries,Chocolate Pyramid Pastry,52
5645,Cake and Bake,Fresh Cream Pastries,Eggless Black Forest Pastry,62
5646,Cake and Bake,Fresh Cream Pastries,Eggless Addiction Pastry,71
5647,Cake and Bake,Fresh Cream Pastries,Pineapple Slice Pastry,52
5648,Cake and Bake,Fresh Cream Pastries,Fresh Cream Mousse,48
5649,Cake and Bake,Fresh Cream Pastries,Black Forest Pastry,57
5650,Cake and Bake,Fresh Cream Pastries,Eggless Pineapple Slice Pastry,57
5651,Cake and Bake,Fresh Cream Pastries,Eggless Fresh Cream Mousse,48
5652,Cake and Bake,Fresh Cream Pastries,Addiction Pastry,71
5653,Cake and Bake,Cakes,Eggless Addiction Cake (1 Lb),600
5654,Cake and Bake,Cakes,Chocolate Cake (1 Lb),350
5655,Cake and Bake,Cakes,Triple Chocolate Cake (1 Lb),525
5656,Cake and Bake,Cakes,Black Forest Cake (1 Lb),550
5657,Cake and Bake,Cakes,Butterscotch Cake (1 Lb),500
5658,Cake and Bake,Cakes,Chocolate Nougat Gaetue (1 Lb),450
5659,Cake and Bake,Cakes,Addiction Cake (1 Lb),600
5660,Cake and Bake,Cakes,Eggless Chocolate Cake (1 Lb),350
5661,Cake and Bake,Cakes,Eggless Triple Chocolate Cake (1 Lb),525
5662,Cake and Bake,Cakes,Eggless Black Forest Cake (1 Lb),550
5663,Cake and Bake,Cakes,Eggless Butterscotch Cake (1 Lb),500
5664,Cake and Bake,Cakes,Eggless Chocolate Nougat Gaetue (1 Lb),450
5665,Cake and Bake,"Coffee, Shakes & Smoothies",Coffee Thick Shake,100
5666,Cake and Bake,"Coffee, Shakes & Smoothies",Chocolate Thick Shake,125
5667,Cake and Bake,"Coffee, Shakes & Smoothies",Low Fat Yogurt & Berries,150
5668,Cake and Bake,"Coffee, Shakes & Smoothies",Sea Salt Caramel with Espresso,200
5669,Cake and Bake,"Coffee, Shakes & Smoothies",Espresso Coffee,55
5670,Cake and Bake,"Coffee, Shakes & Smoothies",Cappuccino Coffee,60
5671,Cake and Bake,"Coffee, Shakes & Smoothies",Latte Coffee,65
5672,Cake and Bake,"Coffee, Shakes & Smoothies",American Coffee,67
5673,Cake and Bake,"Coffee, Shakes & Smoothies",Double Espresso Coffee,80
5674,Foodcy,Recommended,Veg Shawarma,130
5675,Foodcy,Recommended,Special Chicken Shawarma,165
5676,Foodcy,Recommended,Veg Maggi,65
5677,Foodcy,Recommended,Veg Cheese Maggi,80
5678,Foodcy,Recommended,Chicken Maggi,105
5679,Foodcy,Recommended,Chicken Cheese Maggi,105
5680,Foodcy,Recommended,Chicken Sandwich,105
5681,Foodcy,Recommended,Egg Chicken Sandwich,105
5682,Foodcy,Recommended,Chicken Cheese Sandwich,130
5683,Foodcy,Recommended,Paneer Roll,65
5684,Foodcy,Recommended,Cheese Roll,70
5685,Foodcy,Recommended,Cheese with corn Roll,80
5686,Foodcy,Recommended,Egg Roll,45
5687,Foodcy,Recommended,Double Egg Roll,60
5688,Foodcy,Recommended,Chicken Roll,65
5689,Foodcy,Recommended,Egg Chicken Roll,70
5690,Foodcy,Recommended,Double Chicken Roll,100
5691,Foodcy,Recommended,Chicken Kebab Roll,115
5692,Foodcy,Recommended,Veg Chow,80
5693,Foodcy,Recommended,Chicken Chow,120
5694,Foodcy,Quick Bites,Nachos with Veggies,155
5695,Foodcy,Quick Bites,Nachos with Cheese,185
5696,Foodcy,Quick Bites,Crispy Baby corn,150
5697,Foodcy,Quick Bites,Paneer Pakoda,130
5698,Foodcy,Quick Bites,Baby corn Pakoda,130
5699,Foodcy,Quick Bites,Cheese Pakoda,135
5700,Foodcy,Quick Bites,Cheese Ball (8 Pcs),150
5701,Foodcy,Quick Bites,Cheese Ball (6 Pcs),125
5702,Foodcy,Quick Bites,French Fries,105
5703,Foodcy,Quick Bites,Smiley (6 Pcs),110
5704,Foodcy,Quick Bites,Potato Balls (8 Pcs),120
5705,Foodcy,Quick Bites,Cheesy Vada Pav,105
5706,Foodcy,Quick Bites,Veg Shawarma,130
5707,Foodcy,Quick Bites,Paneer Shawarma,145
5708,Foodcy,Quick Bites,Mixed Chicken Shawarma,150
5709,Foodcy,Quick Bites,Special Chicken Shawarma,165
5710,Foodcy,Quick Bites,Veg Maggi,65
5711,Foodcy,Quick Bites,Veg Cheese Maggi,80
5712,Foodcy,Quick Bites,Chicken Maggi,105
5713,Foodcy,Quick Bites,Chicken Cheese Maggi,105
5714,Foodcy,Quick Bites,Veg Sandwich,78
5715,Foodcy,Quick Bites,Veg Corn Sandwich,105
5716,Foodcy,Quick Bites,Veg Corn and Cheese Sandwich,110
5717,Foodcy,Quick Bites,Mixed Veg Sandwich,105
5718,Foodcy,Quick Bites,Chicken Sandwich,105
5719,Foodcy,Quick Bites,Egg Chicken Sandwich,105
5720,Foodcy,Quick Bites,Chicken Cheese Sandwich,130
5721,Foodcy,Quick Bites,Veg Roll,45
5722,Foodcy,Quick Bites,Paneer Roll,65
5723,Foodcy,Quick Bites,Cheese Roll,70
5724,Foodcy,Quick Bites,Cheese with corn Roll,80
5725,Foodcy,Quick Bites,Egg Roll,45
5726,Foodcy,Quick Bites,Double Egg Roll,60
5727,Foodcy,Quick Bites,Chicken Roll,65
5728,Foodcy,Quick Bites,Egg Chicken Roll,70
5729,Foodcy,Quick Bites,Double Chicken Roll,100
5730,Foodcy,Quick Bites,Double Egg Chicken Roll,100
5731,Foodcy,Quick Bites,Chicken Kebab Roll,115
5732,Foodcy,Gym Special,Boiled Egg (2 Pcs),45
5733,Foodcy,Gym Special,Omelette (2 Eggs),60
5734,Foodcy,Gym Special,Fried Egg (2 Eggs),80
5735,Foodcy,Gym Special,Eggs Poached (2 Eggs),70
5736,Foodcy,Gym Special,Bread Omelette (2 Eggs),80
5737,Foodcy,Gym Special,Cheese Omelette (2 Eggs),80
5738,Foodcy,Gym Special,Boiled Chicken (2 Pcs),160
5739,Foodcy,Soups,Veg Sweet corn Soup,105
5740,Foodcy,Soups,Veg Mushroom Soup,115
5741,Foodcy,Soups,Veg Hot & Sour Soup,130
5742,Foodcy,Soups,Veg Noodles Soup,145
5743,Foodcy,Soups,Tomato Soup,105
5744,Foodcy,Soups,Chicken Sweet corn Soup,105
5745,Foodcy,Soups,Chicken Hot & Sour Soup,130
5746,Foodcy,Soups,Chicken Tangri Soup,135
5747,Foodcy,Soups,Mixed Hot Noodle Soup,135
5748,Foodcy,Starters,Veg Momos (6 Pcs),70
5749,Foodcy,Starters,Paneer Momos (6 Pcs),95
5750,Foodcy,Starters,Paneer Tikka,160
5751,Foodcy,Starters,Mushroom Tikka,165
