index,restaurant,category,name,price
0,Ralli's,Recommended,Khus,71
1,Ralli's,Recommended,Virgin Mojito,71
2,Ralli's,Recommended,Blue Lagoon,71
3,Ralli's,Recommended,Green Apple Mojito,71
4,Ralli's,Recommended,Candid Orange,71
5,Ralli's,Recommended,Mango Mint  (Kerry Pudina),71
6,Ralli's,Recommended,Icey Strawberry,71
7,Ralli's,Recommended,Chocolate Hazelnut Milkshake,101
8,Ralli's,Recommended,Coffee Milkshake,101
9,Ralli's,Recommended,Paan Blast Milkshake,121
10,Ralli's,Recommended,Chocolate KitKat Thick Shake,121
11,Ralli's,Recommended,Oreo Menthe,121
12,Ralli's,Recommended,Rose Garden Red Shake,121
13,Ralli's,Recommended,Strawberry Fills,121
14,Ralli's,Recommended,Mango Fills,121
15,Ralli's,Recommended,Pineapple Fills,121
16,Ralli's,Coolers,Rose Garden,71
17,Ralli's,Coolers,Khus,71
18,Ralli's,Coolers,Jasmine,71
19,Ralli's,Coolers,Virgin Mojito,71
20,Ralli's,Coolers,Blue Lagoon,71
21,Ralli's,Fruit Coolers,Green Apple Mojito,71
22,Ralli's,Fruit Coolers,Candid Orange,71
23,Ralli's,Fruit Coolers,Pineapple Signature,71
24,Ralli's,Fruit Coolers,Tangy Mango,71
25,Ralli's,Fruit Coolers,Mango Blast,71
26,Ralli's,Fruit Coolers,Mango Mint  (Kerry Pudina),71
27,Ralli's,Fruit Coolers,Icey Strawberry,71
28,Ralli's,Fruit Coolers,Lychee Delight,71
29,Ralli's,Fruit Coolers,Guava Punch,71
30,Ralli's,Fruit Coolers,Ginger Lemon,71
31,Ralli's,Fruit Coolers,Sweet & Sour,71
32,Ralli's,Milkshakes,Rose Garden Milkshake,101
33,Ralli's,Milkshakes,Orange Milkshake,101
34,Ralli's,Milkshakes,Pineapple Milkshake,101
35,Ralli's,Milkshakes,Mango Milkshake,101
36,Ralli's,Milkshakes,Vanilla Milkshake,101
37,Ralli's,Milkshakes,Butterscotch Milkshake,101
38,Ralli's,Milkshakes,Bubble Gum Milkshake,101
39,Ralli's,Milkshakes,Chocolate Hazelnut Milkshake,101
40,Ralli's,Milkshakes,Coffee Milkshake,101
41,Ralli's,Indian Style Milkshake,Kesar Milkshake,121
42,Ralli's,Indian Style Milkshake,Thandai Milkshake,121
43,Ralli's,Indian Style Milkshake,Kesar Badam Milkshake,121
44,Ralli's,Indian Style Milkshake,Kesar Pista Milkshake,121
45,Ralli's,Indian Style Milkshake,Mixed Dry Fruit Milkshake,121
46,Ralli's,Indian Style Milkshake,Paan Blast Milkshake,121
47,Ralli's,Thick Shakes,Chocolate KitKat Thick Shake,121
48,Ralli's,Thick Shakes,Oreo Menthe,121
49,Ralli's,Low Calorie Shakes,Rose Garden Red Shake,121
50,Ralli's,Low Calorie Shakes,Kesar Badam Shake,141
51,Ralli's,Fruit Filled Shakes,Blackcurrant Fills,121
52,Ralli's,Fruit Filled Shakes,Blueberry Fills,121
53,Ralli's,Fruit Filled Shakes,Strawberry Fills,121
54,Ralli's,Fruit Filled Shakes,Mango Fills,121
55,Ralli's,Fruit Filled Shakes,Litchi Fills,121
56,Ralli's,Fruit Filled Shakes,Banana Fills,121
57,Ralli's,Fruit Filled Shakes,Raspberry Fills,121
58,Ralli's,Fruit Filled Shakes,Kiwi Fills,121
59,Ralli's,Fruit Filled Shakes,Mixed Fruit Fills,121
60,Ralli's,Fruit Filled Shakes,Pineapple Fills,121
61,Dayal South Indian Corner,Recommended,Idli (2 Pcs),30
62,Dayal South Indian Corner,Recommended,Idli Fry,40
63,Dayal South Indian Corner,Recommended,Masala Idli,40
64,Dayal South Indian Corner,Recommended,Vada (2 Pcs),30
65,Dayal South Indian Corner,Recommended,Dahi Vada,40
66,Dayal South Indian Corner,Recommended,Onion Uttapam,60
67,Dayal South Indian Corner,Recommended,Tomato Uttapam,60
68,Dayal South Indian Corner,Recommended,Masala Uttapam,70
69,Dayal South Indian Corner,Recommended,Cheese Masala Uttapam,80
70,Dayal South Indian Corner,Recommended,Butter Masala Uttapam,80
71,Dayal South Indian Corner,Recommended,Plain Dosa,40
72,Dayal South Indian Corner,Recommended,Onion Plain Dosa,45
73,Dayal South Indian Corner,Recommended,Butter Plain Dosa,50
74,Dayal South Indian Corner,Recommended,Cheese Plain Dosa,50
75,Dayal South Indian Corner,Recommended,Paper Plain Dosa,40
76,Dayal South Indian Corner,Recommended,Onion Paper Plain Dosa,45
77,Dayal South Indian Corner,Recommended,Butter Paper Plain Dosa,55
78,Dayal South Indian Corner,Recommended,Cheese Paper Plain Dosa,55
79,Dayal South Indian Corner,Recommended,Cheese Paper Masala Dosa,65
80,Dayal South Indian Corner,Recommended,Cheese Masala Dosa,60
81,Dayal South Indian Corner,Idli & Vada,Idli (2 Pcs),30
82,Dayal South Indian Corner,Idli & Vada,Idli Fry,40
83,Dayal South Indian Corner,Idli & Vada,Masala Idli,40
84,Dayal South Indian Corner,Idli & Vada,Vada (2 Pcs),30
85,Dayal South Indian Corner,Idli & Vada,Dahi Vada,40
86,Dayal South Indian Corner,Uttapam,Onion Uttapam,60
87,Dayal South Indian Corner,Uttapam,Tomato Uttapam,60
88,Dayal South Indian Corner,Uttapam,Masala Uttapam,70
89,Dayal South Indian Corner,Uttapam,Cheese Masala Uttapam,80
90,Dayal South Indian Corner,Uttapam,Butter Masala Uttapam,80
91,Dayal South Indian Corner,Dosas,Plain Dosa,40
92,Dayal South Indian Corner,Dosas,Onion Plain Dosa,45
93,Dayal South Indian Corner,Dosas,Butter Plain Dosa,50
94,Dayal South Indian Corner,Dosas,Cheese Plain Dosa,50
95,Dayal South Indian Corner,Dosas,Paper Plain Dosa,40
96,Dayal South Indian Corner,Dosas,Onion Paper Plain Dosa,45
97,Dayal South Indian Corner,Dosas,Butter Paper Plain Dosa,55
98,Dayal South Indian Corner,Dosas,Cheese Paper Plain Dosa,55
99,Dayal South Indian Corner,Dosas,Butter Paper Masala Dosa,65
100,Dayal South Indian Corner,Dosas,Cheese Paper Masala Dosa,65
101,Dayal South Indian Corner,Dosas,Masala Dosa,50
102,Dayal South Indian Corner,Dosas,Onion Masala Dosa,55
103,Dayal South Indian Corner,Dosas,Butter Masala Dosa,60
104,Dayal South Indian Corner,Dosas,Cheese Masala Dosa,60
105,Dayal South Indian Corner,Dosas,Onion Butter Masala Dosa,65
106,Dayal South Indian Corner,Dosas,Cheese Butter Masala Dosa,65
107,Dayal South Indian Corner,Toasts,Butter Toast,30
108,Dayal South Indian Corner,Toasts,Cheese Toast,45
109,Dayal South Indian Corner,Toasts,Butter Cheese Toast,60
110,Dayal South Indian Corner,Plain Sandwiches,Veg Plain Sandwich,35
111,Dayal South Indian Corner,Plain Sandwiches,Veg Cheese Plain Sandwich,50
112,Dayal South Indian Corner,Plain Sandwiches,Veg Club Plain Sandwich,60
113,Dayal South Indian Corner,Grilled Sandwiches,Veg Grilled Sandwich,40
114,Dayal South Indian Corner,Grilled Sandwiches,Veg Cheese Grilled Sandwich,55
115,Dayal South Indian Corner,Grilled Sandwiches,Veg Butter Grilled Sandwich,55
116,Dayal South Indian Corner,Grilled Sandwiches,Veg Butter Cheese Grilled Sandwich,70
117,Dayal South Indian Corner,Grilled Sandwiches,Special Masala Grilled Sandwich,60
118,Dayal South Indian Corner,Grilled Sandwiches,Veg Paneer Grilled Sandwich,70
119,Dayal South Indian Corner,Grilled Sandwiches,Special Masala Cheese Grilled Sandwich,75
120,Dayal South Indian Corner,Grilled Sandwiches,Cheese Corn Grilled Sandwich,75
121,Dayal South Indian Corner,Grilled Sandwiches,Veg Club Grilled Sandwich,80
122,Dayal South Indian Corner,Grilled Sandwiches,Veg Club Cheese Grilled Dandwich,90
123,Dayal South Indian Corner,Grilled Sandwiches,Special Club Cheese Masala Sandwich,100
124,Gangotri Shree,Recommended,Veg Manchow Soup,90
125,Gangotri Shree,Recommended,Idli,50
126,Gangotri Shree,Recommended,Masala Dosa,75
127,Gangotri Shree,Recommended,Paneer Tikka (6 Pcs),160
128,Gangotri Shree,Recommended,Jain Paneer Jalpuria,160
129,Gangotri Shree,Recommended,Jain Paneer Butter Masala,160
130,Gangotri Shree,Recommended,Jain Malai Kofta,150
131,Gangotri Shree,Recommended,Paneer Tikka Butter Masala,170
132,Gangotri Shree,Recommended,Dal Makhani (Black Dal),145
133,Gangotri Shree,Recommended,Veg Pulao,145
134,Gangotri Shree,Recommended,Butter Naan,53
135,Gangotri Shree,Recommended,Masala Kulcha,53
136,Gangotri Shree,Recommended,Butter Tandoori Roti,43
137,Gangotri Shree,Recommended,Crunchy Crispy Baby corn,165
138,Gangotri Shree,Recommended,Veg Manchurian,130
139,Gangotri Shree,Recommended,Veg Fried Rice,130
140,Gangotri Shree,Recommended,Veg Hakka Noodles,95
141,Gangotri Shree,Recommended,Pav Bhaji,110
142,Gangotri Shree,Recommended,Gulab Jamun (2Pcs),48
143,Gangotri Shree,Recommended,Kaju Barfi (4Pcs),85
144,Gangotri Shree,Soups,Tomato Soup Cream Style,90
145,Gangotri Shree,Soups,Sweet corn with Veg Soup,90
146,Gangotri Shree,Soups,Veg Manchow Soup,90
147,Gangotri Shree,Soups,Veg Hot & Sour Soup,90
148,Gangotri Shree,Soups,Mushroom Hot & Sour Soup,90
149,Gangotri Shree,South Indian,Idli,50
150,Gangotri Shree,South Indian,Fried Idli,60
151,Gangotri Shree,South Indian,Butter Idli,65
152,Gangotri Shree,South Indian,Sambar Idli,55
153,Gangotri Shree,South Indian,Gangotri Special Idli,75
154,Gangotri Shree,South Indian,Sada Dosa,65
155,Gangotri Shree,South Indian,Sada Dosa with Choice of 1 Topping,75
156,Gangotri Shree,South Indian,Sada Dosa with Choice of 2 Toppings,85
157,Gangotri Shree,South Indian,Dhaniya Plain Dosa,65
158,Gangotri Shree,South Indian,Masala Dosa,75
159,Gangotri Shree,South Indian,Masala Dosa with Choice of 1 Topping,85
160,Gangotri Shree,South Indian,Masala Dosa with Choice of 2 Toppings,100
161,Gangotri Shree,South Indian,Dhaniya Masala Dosa,85
162,Gangotri Shree,South Indian,Dhaniya Masala Dosa with Choice of 1 Topping,90
163,Gangotri Shree,South Indian,Dhaniya Masala Dosa with Choice of 2 Toppings,100
164,Gangotri Shree,South Indian,Mysore Dosa Plain,75
165,Gangotri Shree,South Indian,Mysore Masala Dosa,85
166,Gangotri Shree,South Indian,Mysore Masala Dosa with Choice of 1 Topping,90
167,Gangotri Shree,South Indian,Mysore Masala Dosa with Choice of 2 Toppings,100
168,Gangotri Shree,South Indian,Paper Sada Dosa,75
169,Gangotri Shree,South Indian,Paper Sada Dosa with Choice of 1 Topping,85
170,Gangotri Shree,South Indian,Paper Sada Dosa with Choice of 2 Toppings,100
171,Gangotri Shree,South Indian,Paper Masala Dosa,90
172,Gangotri Shree,South Indian,Paper Masala Dosa with Choice of 1 Topping,100
173,Gangotri Shree,South Indian,Paper Masala Dosa with Choice of 2 Toppings,105
174,Gangotri Shree,South Indian,Gangotri Sri Special Dosa,130
175,Gangotri Shree,South Indian,Sada Rava Dosa,75
176,Gangotri Shree,South Indian,Sada Rava Dosa with Choice of 1 Topping,80
177,Gangotri Shree,South Indian,Sada Rava Dosa with Choice of 2 Toppings,85
178,Gangotri Shree,South Indian,Masala Rava Dosa,90
179,Gangotri Shree,South Indian,Masala Rava Dosa with Choice of 1 Topping,95
180,Gangotri Shree,South Indian,Masala Rava Dosa with Choice of 2 Toppings,100
181,Gangotri Shree,South Indian,Plain Rava Dhania Dosa,95
182,Gangotri Shree,South Indian,Masala Rava Dhania Dosa,100
183,Gangotri Shree,South Indian,Gangotri Sri Special Rava Dosa,130
184,Gangotri Shree,South Indian,Plain Uttapam,70
185,Gangotri Shree,South Indian,Masala Uttapam,80
186,Gangotri Shree,South Indian,Uttapam with Choice of 1 Topping,85
187,Gangotri Shree,South Indian,Uttapam with Choice of 2 Toppings,90
188,Gangotri Shree,South Indian,Mixed Veg Uttapam,105
189,Gangotri Shree,South Indian,Gangotri Sri Special Uttapam,115
190,Gangotri Shree,Indian,Paneer Pakora,115
191,Gangotri Shree,Indian,Veg Pakora,105
192,Gangotri Shree,Indian,Paneer Tikka (6 Pcs),160
193,Gangotri Shree,Indian,Mushroom Tikka (6 Pcs),160
194,Gangotri Shree,Indian,Jain Paneer Jalpuria,160
195,Gangotri Shree,Indian,Jain Paneer Butter Masala,160
196,Gangotri Shree,Indian,Jain Mattar Paneer Masala,155
197,Gangotri Shree,Indian,Jain Mixed Vegetable,145
198,Gangotri Shree,Indian,Jain Malai Kofta,150
199,Gangotri Shree,Indian,Jain Pindi Chana,145
200,Gangotri Shree,Indian,Jain Aloo Anardana,135
201,Gangotri Shree,Indian,Mushroom Butter Masala,160
202,Gangotri Shree,Indian,Baby corn Butter Masala,160
203,Gangotri Shree,Indian,Paneer Tikka Butter Masala,170
204,Gangotri Shree,Indian,Veg Jhalfrezi,145
205,Gangotri Shree,Indian,Mixed Vegetable,140
206,Gangotri Shree,Indian,Navratan Korma,150
207,Gangotri Shree,Indian,Chana Masala,140
208,Gangotri Shree,Indian,Paneer Butter Masala,155
209,Gangotri Shree,Indian,Mattar Paneer,155
210,Gangotri Shree,Indian,Kadai Paneer,155
211,Gangotri Shree,Indian,Paneer Pasanda,155
212,Gangotri Shree,Indian,Paneer Do Pyaza,155
213,Gangotri Shree,Indian,Paneer Makhani,150
214,Gangotri Shree,Indian,Sahi Paneer,150
215,Gangotri Shree,Indian,Hyderabadi Moti,150
216,Gangotri Shree,Indian,Kasturi Veg,150
217,Gangotri Shree,Indian,Aloo Masalander,135
218,Gangotri Shree,Indian,Aloo Mattar,145
219,Gangotri Shree,Indian,Aloo Do Pyaza,140
220,Gangotri Shree,Indian,Kashmiri Aloo Dum,155
221,Gangotri Shree,Indian,Palak Corn,140
222,Gangotri Shree,Indian,Palak Paneer,140
223,Gangotri Shree,Indian,Malai Kofta,145
224,Gangotri Shree,Indian,Gangotri Shree Special Veg,165
225,Gangotri Shree,Indian,Aloo Jeera,140
226,Gangotri Shree,Indian,Palak Panchratan,140
227,Gangotri Shree,Indian,Dal Makhani (Black Dal),145
228,Gangotri Shree,Indian,Veg Pulao,145
229,Gangotri Shree,Indian,Peas Pulao,145
230,Gangotri Shree,Indian,Jeera Pulao,145
231,Gangotri Shree,Indian,Kashmiri Pulao,150
232,Gangotri Shree,Indian,Gangotri Sri Special Pulao,160
233,Gangotri Shree,Indian,Plain Naan,48
234,Gangotri Shree,Indian,Butter Naan,53
235,Gangotri Shree,Indian,Pudina Naan,58
236,Gangotri Shree,Indian,Laccha Naan,58
237,Gangotri Shree,Indian,Pudina Laccha Naan,63
238,Gangotri Shree,Indian,Cheese Garlic Naan,68
239,Gangotri Shree,Indian,Paneer Naan,63
240,Gangotri Shree,Indian,Masala Naan,58
241,Gangotri Shree,Indian,Kabuli Naan,75
242,Gangotri Shree,Indian,Masala Kulcha,53
243,Gangotri Shree,Indian,Paneer Kulcha,63
244,Gangotri Shree,Indian,Onion Masala Kulcha,63
245,Gangotri Shree,Indian,Amritsari Kulcha,63
246,Gangotri Shree,Indian,Laccha Paratha,58
247,Gangotri Shree,Indian,Stuffed Paratha,63
248,Gangotri Shree,Indian,Pudina Laccha Paratha,63
249,Gangotri Shree,Indian,Peas Paratha,58
250,Gangotri Shree,Indian,Tandoori Roti,38
251,Gangotri Shree,Indian,Butter Tandoori Roti,43
252,Gangotri Shree,Indian,Missi Roti,53
253,Gangotri Shree,Indian,Pyaz Missi Roti,58
254,Gangotri Shree,Indian,Pineapple Raita,85
255,Gangotri Shree,Indian,Mixed Raita,85
256,Gangotri Shree,Indian,Green Salad,58
257,Gangotri Shree,Indian,Roasted Papad,28
258,Gangotri Shree,Indian,Fry Papad,33
259,Gangotri Shree,Indian,Masala Papad,45
260,Gangotri Shree,Chinese,Crunchy Crispy Baby corn,165
261,Gangotri Shree,Chinese,Crunchy Crispy Mushroom,170
262,Gangotri Shree,Chinese,Crunchy Crispy Vegetable,135
263,Gangotri Shree,Chinese,American Corn Salt & Pepper,140
264,Gangotri Shree,Chinese,Red Fried Potato,115
265,Gangotri Shree,Chinese,Chilli Paneer,140
266,Gangotri Shree,Chinese,Chilli Potato,120
267,Gangotri Shree,Chinese,Paneer Manchurian,140
268,Gangotri Shree,Chinese,Veg Manchurian,130
269,Gangotri Shree,Chinese,Paneer Sweet & Sour,140
270,Gangotri Shree,Chinese,Vegetable Sweet & Sour,125
271,Gangotri Shree,Chinese,Chilli Baby corn,145
272,Gangotri Shree,Chinese,Chilli Mushroom,145
273,Gangotri Shree,Chinese,Paneer in Hot Garlic Sauce,140
274,Gangotri Shree,Chinese,Paneer 65,140
275,Gangotri Shree,Chinese,Mushroom 65,145
276,Gangotri Shree,Chinese,Veg Fried Rice,130
277,Gangotri Shree,Chinese,Paneer Fried Rice,135
278,Gangotri Shree,Chinese,Schezwan Fried Rice,135
279,Gangotri Shree,Chinese,Singapore Fried Rice,145
280,Gangotri Shree,Chinese,Hongkong Fried Rice,145
281,Gangotri Shree,Chinese,Ginger Fried Rice,125
282,Gangotri Shree,Chinese,Gangotri Special Fried Rice,155
283,Gangotri Shree,Chinese,Veg Hakka Noodles,95
284,Gangotri Shree,Chinese,Veg Cantonese Noodles,95
285,Gangotri Shree,Chinese,Paneer Noodles,100
286,Gangotri Shree,Chinese,Schezwan Noodles,100
287,Gangotri Shree,Chinese,Singapore Noodles,105
288,Gangotri Shree,Chinese,Hongkong Noodles,105
289,Gangotri Shree,Chinese,Chinese Bhel,115
290,Gangotri Shree,Chinese,Gangotri Sri Special Noodles,130
291,Gangotri Shree,Chinese,Chinese Veg Chop suey,130
292,Gangotri Shree,Chinese,Veg Chopsuey,125
293,Gangotri Shree,Quick Bites,Pav Bhaji,110
294,Gangotri Shree,Quick Bites,Special Pav Bhaji,135
295,Gangotri Shree,Desserts,Gulab Jamun (2Pcs),48
296,Gangotri Shree,Desserts,Kaju Barfi (4Pcs),85
297,Machaan,Recommended,Paneer Rawalpindi,298
298,Machaan,Recommended,Malai Pudina Tandoori Aloo,264
299,Machaan,Recommended,Malai Broccoli,289
300,Machaan,Recommended,Dhuandhar Lal Murgh Tikka,366
301,Machaan,Recommended,Nazafgarh ki Tandoori Murgh,234
302,Machaan,Recommended,Bhoot Jhalokia Chicken Tangdi,370
303,Machaan,Recommended,Freshwater Tandoori Ajwani Bhetki,506
304,Machaan,Recommended,Aloo Bukhara Kofta,327
305,Machaan,Recommended,Dal Chaunka,162
306,Machaan,Recommended,Dal Machaan,183
307,Machaan,Recommended,Vegetable Dum Biryani,293
308,Machaan,Recommended,Mutton Dum Biryani,361
309,Machaan,Recommended,Makai Pulao,234
310,Machaan,Recommended,Olive Chilli Naan,72
311,Machaan,Recommended,Multani Paratha,51
312,Machaan,Recommended,Chenna Ka Malpua,119
313,Machaan,Recommended,Sakurewali Malai Phirni (Rice Pudding),81
314,Machaan,Recommended,Gulab Jamun,72
315,Machaan,Soups,Tamatar Dhania Shorba,111
316,Machaan,Soups,Makai Mirch Ka Shorba,111
317,Machaan,Starters,Benarasi Bhatti Ke Aloo,213
318,Machaan,Starters,Paneer Rawalpindi,298
319,Machaan,Starters,Malai Broccoli,289
320,Machaan,Starters,Makai Matar Ki Seekh,272
321,Machaan,Starters,Malai Pudina Tandoori Aloo,264
322,Machaan,Starters,Benarasi Bhatti Ke Aloo,213
323,Machaan,Starters,Paneer Rawalpindi,298
324,Machaan,Starters,Afghani Paneer,298
325,Machaan,Starters,Malai Broccoli,289
326,Machaan,Starters,Makai Matar Ki Seekh,272
327,Machaan,Starters,Malai Pudina Tandoori Aloo.,264
328,Machaan,Starters,Dilliwali Tikki,264
329,Machaan,Starters,Dhuandhar Lal Murgh Tikka,366
330,Machaan,Starters,Murgh Malai Kebab,366
331,Machaan,Starters,Nazafgarh ki Tandoori Murgh,234
332,Machaan,Starters,Bhoot Jhalokia Chicken Tangdi,370
333,Machaan,Starters,Raan-E-Machaan (Portion),446
334,Machaan,Starters,Kandhari Seekh Kebab,421
335,Machaan,Starters,Kakori Kebab 2 Pcs,272
336,Machaan,Starters,Neembu Dhania Ki Machali,391
337,Machaan,Starters,Freshwater Tandoori Ajwani Bhetki,506
338,Machaan,Starters,Freshwater Tandoori Sarsonwali Bhetki,506
339,Machaan,Starters,Freshwater Tandoori Lasooni Bhetki,506
340,Machaan,Starters,Konkani Tandoori Jhinga (6 Pcs),463
341,Machaan,Main Course,Paneer Khurchan,327
342,Machaan,Main Course,Aloo Bukhara Kofta,327
343,Machaan,Main Course,Tawa Sabji Nizami,306
344,Machaan,Main Course,Dahi Sabji,306
345,Machaan,Main Course,Pind Da Chana,179
346,Machaan,Main Course,Dal Chaunka,162
347,Machaan,Main Course,Ajwaini Dum Paneer,327
348,Machaan,Main Course,Paneer Khurchan,327
349,Machaan,Main Course,Kadai Paneer,327
350,Machaan,Main Course,Aloo Bukhara Kofta,327
351,Machaan,Main Course,Tawa Sabji Nizami,306
352,Machaan,Main Course,Subz Dum Handi,306
353,Machaan,Main Course,Pind Da Chana,179
354,Machaan,Main Course,Adraki Murgh,383
355,Machaan,Main Course,Dhania Murgh,383
356,Machaan,Main Course,Murgh Tikka Lababdar,383
357,Machaan,Main Course,Murgh Kalimirch,383
358,Machaan,Main Course,Gosht Rogan Josh,446
359,Machaan,Main Course,Saoji Mutton,446
360,Machaan,Main Course,Machali Hara Pyaz,412
361,Machaan,Main Course,Freshwater Dahi Methi Bhetki,506
362,Machaan,Main Course,Freshwater Kalimirch Bhetki,506
363,Machaan,Main Course,Freshwater Bhetki Masala,506
364,Machaan,Main Course,Kadai Jhinga,463
365,Machaan,Main Course,Neembu Jhinga Curry,463
366,Machaan,Main Course,Dal Machaan,183
367,Machaan,Main Course,Dal Chaunka,162
368,Machaan,Main Course,Vegetable Dum Biryani,293
369,Machaan,Main Course,Chicken Dum Biryani,319
370,Machaan,Main Course,Mutton Dum Biryani,361
371,Machaan,Main Course,Kadai Sabji Pulao,234
372,Machaan,Main Course,Makai Pulao,234
373,Machaan,Main Course,Jeera Pulao,234
374,Machaan,Main Course,Khushka Sofiyani,140
375,Machaan,Main Course,Plain Naan,47
376,Machaan,Main Course,Butter Naan,47
377,Machaan,Main Course,Garlic Naan,47
378,Machaan,Main Course,Olive Chilli Naan,72
379,Machaan,Main Course,Pudina Paratha,47
380,Machaan,Main Course,Laccha Paratha,47
381,Machaan,Main Course,Aloo Paratha,47
382,Machaan,Main Course,Multani Paratha,51
383,Machaan,Main Course,Masala Kulcha,72
384,Machaan,Main Course,Chilli Onion Kulcha,72
385,Machaan,Main Course,Makai Palak Kulcha,72
386,Machaan,Main Course,Cheese Kulcha,72
387,Machaan,Main Course,Ajwaini Roti,34
388,Machaan,Main Course,Tandoori Roti,34
389,Machaan,Main Course,Roti Ki Tokri,234
390,Machaan,Main Course,Pudina Raita,51
391,Machaan,Main Course,Tossed Green Salad With Indian Lemon Dressing,64
392,Machaan,Desserts,Chenna Ka Malpua,119
393,Machaan,Desserts,Sakurewali Malai Phirni (Rice Pudding),81
394,Machaan,Desserts,Gulab Jamun,72
395,Coffee world,Recommended,Belgium Chocolate,160
396,Coffee world,Recommended,Garden Veg & Cheese Club Sandwich,180
397,Coffee world,Recommended,Smoked Chicken & Pepper Sandwich,170
398,Coffee world,Recommended,Fish & Chips (2 Pcs),270
399,Coffee world,Hot Coffee,Espresso,85
400,Coffee world,Hot Coffee,Americano,95
401,Coffee world,Hot Coffee,Cappuccino,95
402,Coffee world,Hot Coffee,Caffe Latte,100
403,Coffee world,Hot Coffee,Madras Filter Kaapi,95
404,Coffee world,Hot Coffee,Caramel Cappuccino,110
405,Coffee world,Hot Coffee,Caffe Mocha,110
406,Coffee world,Hot Coffee,Hazelnut Mocha,145
407,Coffee world,Hot Coffee,Irish Coffee,145
408,Coffee world,Hot Tea,Chai,80
409,Coffee world,Hot Tea,Assam Tea,80
410,Coffee world,Hot Tea,Masala Tea,80
411,Coffee world,Hot Tea,Lemon Tea,80
412,Coffee world,Hot Tea,Ginger & Honey Tea,100
413,Coffee world,Hot Tea,Moroccan Mint Green Tea,100
414,Coffee world,Hot Tea,Darjeeling Tea,80
415,Coffee world,Coffee Frappe,Mocha Chip Frappe,150
416,Coffee world,Coffee Frappe,Hazelnut Latte Frappe,150
417,Coffee world,Coffee Frappe,Butterscotch Frappe,150
418,Coffee world,Coffee Frappe,Brownie Coffee Frappe,150
419,Coffee world,Coffee Frappe,Mocha Frappe,150
420,Coffee world,Coffee Frappe,Coffee Twist Frappe,190
421,Coffee world,Coffee Frappe,Honey Crunch Frappe,150
422,Coffee world,Coffee Frappe,Affogato Frappe,190
423,Coffee world,Coffee Frappe,Irish Coffee Frappe,190
424,Coffee world,Coffee Frappe,Coffee World Sensation Frappe,250
425,Coffee world,Non Coffee Frappe,Chocolate Frappe,150
426,Coffee world,Non Coffee Frappe,Caramel Frappe,150
427,Coffee world,Non Coffee Frappe,Cookie Crush Frappe,150
428,Coffee world,Non Coffee Frappe,Ferrero Rocher Frappe,200
429,Coffee world,Non Coffee Frappe,Affogato Frappe,200
430,Coffee world,Coffee World Milkshake,Strawberry Milkshake,150
431,Coffee world,Coffee World Milkshake,Mango Milkshake,150
432,Coffee world,Coffee World Milkshake,Chocolate Milkshake,150
433,Coffee world,Coffee World Milkshake,Hazelnut Chocolate Milkshake,150
434,Coffee world,Coffee World Milkshake,Blackcurrant Milkshake,150
435,Coffee world,Coffee World Milkshake,French Vanilla Milkshake,150
436,Coffee world,Ice Cream Blended Cold Coffee,Rich Coffee Shake,200
437,Coffee world,Ice Cream Blended Cold Coffee,Coffee World - Blast,210
438,Coffee world,Ice Cream Blended Cold Coffee,Creamy Butterscotch Frappe,200
439,Coffee world,Ice Cream Blended Cold Coffee,Caramel Coffee Frappe,200
440,Coffee world,Cold Coffee & Iced Tea,Iced Espresso,130
441,Coffee world,Cold Coffee & Iced Tea,Iced Latte,130
442,Coffee world,Cold Coffee & Iced Tea,Iced Cappuccino,130
443,Coffee world,Cold Coffee & Iced Tea,Iced Mocha,130
444,Coffee world,Cold Coffee & Iced Tea,Lemon Iced Tea,130
445,Coffee world,Cold Coffee & Iced Tea,Lemon & Mint Iced Tea,150
446,Coffee world,Cold Coffee & Iced Tea,Passion Fruit Iced Tea,150
447,Coffee world,Hot Chocolate,Hot Chocolate,145
448,Coffee world,Hot Chocolate,Swiss Hot Chocolate,145
449,Coffee world,Chocolate Beverages,Iced Chocolate,130
450,Coffee world,Chocolate Beverages,Iced Chocolate Chip,130
451,Coffee world,Chocolate Beverages,Belgium Coffee,160
452,Coffee world,Chocolate Beverages,Belgium Chocolate,160
453,Coffee world,Smoothies,Mango Smoothie,140
454,Coffee world,Smoothies,Banana Smoothie,140
455,Coffee world,Smoothies,Banana Mango Yoghurt Frappe,140
456,Coffee world,Smoothies,Strawberry Short Cake Smoothie,180
457,Coffee world,Mocktails,Mint Mojito,150
458,Coffee world,Mocktails,Blue Mountain,150
459,Coffee world,Mocktails,Sparkling Mint & Lime,150
460,Coffee world,Mocktails,Fresh Lime Soda,150
461,Coffee world,Mocktails,Mango Mania,150
462,Coffee world,Salads,Garden Fresh Veg Salad,140
463,Coffee world,Salads,Traditional Veg Caesar Salad,150
464,Coffee world,Salads,Traditional Chicken Caesar Salad,150
465,Coffee world,Salads,Grilled Chicken Salad,160
466,Coffee world,Sandwiches,BBQ Cottage Cheese Sandwich,160
467,Coffee world,Sandwiches,Garden Veg & Cheese Club Sandwich,180
468,Coffee world,Sandwiches,Summer Veggie Sandwich,160
469,Coffee world,Sandwiches,BBQ Mushroom Club Sandwich,180
470,Coffee world,Sandwiches,Smoked Chicken & Pepper Sandwich,170
471,Coffee world,Sandwiches,Chicken Tikka Sandwich,170
